partner,total_trade_2015,total_trade_2023,abs_change,pct_change,avg_annual_growth_pct,share_2015_pct,share_2023_pct,change_in_share_pp,status
Japan,157271618.0,180704662.282,23433044.282000005,14.899728622363384,1.7512786281379311,1.558771702489747,1.3623295447960375,-0.19644215769370943,stable
Antigua and Barbuda,20812433.0,53875.409,-20758557.591,-99.74113834264354,-52.50657762879857,0.20627899701752794,0.00040616584260638267,-0.20587283117492156,declining
Senegal,60558493.0,51269801.645,-9288691.354999997,-15.338379300488864,-2.0598370490015894,0.6002155152611415,0.3865222106323783,-0.21369330462876318,stable
Italy,313863689.0,381491852.6,67628163.60000002,21.54698551319201,2.4691241349259263,3.1108081869688813,2.8760609457043556,-0.23474724126452573,growing
Morocco,89847089.0,85815081.28999999,-4032007.7100000083,-4.487633105174958,-0.5722867970292533,0.8905046038521572,0.6469585186905601,-0.24354608516159715,stable
Congo,69000776.0,51140554.467,-17860221.533,-25.884087931127038,-3.675018965913579,0.6838898108025676,0.38554781823459866,-0.29834199256796895,declining
Curaçao,31595955.0,0.0,-31595955.0,-100.0,-100.0,0.31315809675932393,0.0,-0.31315809675932393,declining
South Africa,150661151.0,156166674.05900002,5505523.059000015,3.6542420009787495,0.4496400892589847,1.493253149104976,1.1773380459387335,-0.3159151031662426,stable
Ireland,61523402.0,36377040.397,-25146361.603,-40.872839904074226,-6.357418526491632,0.6097790516690755,0.2742459229288436,-0.33553312874023195,declining
Dem. Rep. of the Congo,40563918.0,7515103.17,-33048814.83,-81.47342875015178,-19.001983970181215,0.40204258291864525,0.05665624202160483,-0.3453863408970404,declining
Mauritania,78770279.0,51714229.002000004,-27056049.997999996,-34.348043883404294,-5.124089045780322,0.7807186284713009,0.38987274133430266,-0.39084588713699825,declining
Vietnam,127194347.0,78427593.881,-48766753.119,-38.340346304069634,-5.865214973540334,1.2606657917149529,0.5912643698401908,-0.669401421874762,declining
Equatorial Guinea,101902212.0,19722897.319,-82179314.681,-80.6452706649783,-18.558007961482424,1.0099869671761825,0.14869060591652863,-0.8612963612596539,declining
Spain,359416729.0,337829443.181,-21587285.819000006,-6.006199510819099,-0.771277251070146,3.5622996297184786,2.546890742803566,-1.0154088869149125,stable
Thailand,249128774.0,154819939.437,-94308834.563,-37.85545645682822,-5.77299760522113,2.4691987538855447,1.1671850352671704,-1.3020137186183742,declining
China,1678930924.0,1958160886.1339998,279229962.1339998,16.631414559256747,1.9417167077094843,16.640446941711783,14.762543450491059,-1.8779034912207244,stable
Togo,249611786.0,21891648.444999997,-227720137.555,-91.22972164263109,-26.23052848315821,2.4739860476588116,0.1650407858009232,-2.3089452618578883,declining
Portugal,312812477.0,28623996.336999997,-284188480.663,-90.84947102765341,-25.83811241248134,3.1003892726106805,0.21579584836153382,-2.8845934242491467,declining
Nigeria,774099115.0,131145474.994,-642953640.006,-83.0583096592224,-19.902383564743708,7.672355703648679,0.9887036283093887,-6.683652075339291,declining
